id_student,region,code_module,code_presentation,age_band,final_result,score,sum_click,module
560592,Scotland,FFF,2013J,0-35,Fail,18.25,489,FFF-2013J
560595,East Anglian Region,FFF,2014B,0-35,Withdrawn,10.75,1102,FFF-2014B
560597,North Western Region,BBB,2014J,35-55,Distinction,85.75,1211,BBB-2014J
560643,East Anglian Region,GGG,2014J,35-55,Fail,0.0,93,GGG-2014J
560645,Scotland,FFF,2014J,0-35,Pass,84.0,5065,FFF-2014J
560652,South East Region,BBB,2014J,35-55,Pass,69.5,744,BBB-2014J
560653,London Region,GGG,2013J,35-55,Pass,0.0,1665,GGG-2013J
560659,East Midlands Region,FFF,2013J,0-35,Withdrawn,25.25,199,FFF-2013J
560670,South East Region,FFF,2013J,0-35,Withdrawn,9.75,832,FFF-2013J
560676,East Midlands Region,BBB,2013J,35-55,Fail,46.65,260,BBB-2013J
560685,South Region,FFF,2014B,0-35,Fail,14.5,1344,FFF-2014B
560703,Yorkshire Region,FFF,2013J,35-55,Pass,74.5,6796,FFF-2013J
560707,Yorkshire Region,EEE,2014J,0-35,Pass,84.0,807,EEE-2014J
560723,Scotland,EEE,2013J,0-35,Pass,74.12,2684,EEE-2013J
560727,East Anglian Region,FFF,2013J,35-55,Pass,78.0,5772,FFF-2013J
560734,East Midlands Region,EEE,2013J,0-35,Fail,16.0,1553,EEE-2013J
560743,East Anglian Region,DDD,2013B,0-35,Withdrawn,39.2,1144,DDD-2013B
560759,West Midlands Region,DDD,2013J,0-35,Pass,121.78,1158,DDD-2013J
560759,West Midlands Region,EEE,2014J,0-35,Pass,51.48,916,EEE-2014J
560765,East Midlands Region,FFF,2014J,35-55,Withdrawn,9.75,1361,FFF-2014J
560773,South Region,BBB,2013J,0-35,Pass,68.71,1307,BBB-2013J
560784,South Region,CCC,2014B,0-35,Withdrawn,1.2,261,CCC-2014B
560784,South Region,CCC,2014J,0-35,Fail,83.97,931,CCC-2014J
560784,South Region,EEE,2013J,0-35,Pass,93.32,3057,EEE-2013J
560870,South Region,DDD,2013J,0-35,Withdrawn,7.6,166,DDD-2013J
560876,West Midlands Region,EEE,2013J,0-35,Pass,73.44,774,EEE-2013J
560879,North Western Region,CCC,2014J,0-35,Pass,130.41,1510,CCC-2014J
560879,North Western Region,DDD,2013J,0-35,Pass,135.3,1322,DDD-2013J
560881,West Midlands Region,EEE,2014J,0-35,Fail,67.24,1710,EEE-2014J
560891,South West Region,BBB,2013B,0-35,Fail,3.15,110,BBB-2013B
560920,London Region,BBB,2013J,35-55,Withdrawn,3.75,231,BBB-2013J
560920,London Region,BBB,2014B,35-55,Withdrawn,3.75,147,BBB-2014B
560921,Yorkshire Region,EEE,2014J,0-35,Pass,82.4,1008,EEE-2014J
560928,South Region,EEE,2013J,0-35,Pass,86.4,1340,EEE-2013J
560934,East Midlands Region,FFF,2013J,0-35,Fail,30.0,110,FFF-2013J
560944,London Region,DDD,2014B,0-35,Pass,149.88,695,DDD-2014B
560946,Scotland,FFF,2013J,0-35,Fail,26.25,557,FFF-2013J
560948,East Anglian Region,DDD,2013J,0-35,Fail,96.05,976,DDD-2013J
560949,North Western Region,FFF,2013J,0-35,Pass,79.75,3782,FFF-2013J
560951,South East Region,CCC,2014B,35-55,Fail,1.0,411,CCC-2014B
560968,Wales,BBB,2013B,35-55,Distinction,89.65,1193,BBB-2013B
560970,Wales,BBB,2013B,35-55,Pass,87.66,611,BBB-2013B
561009,Scotland,CCC,2014J,0-35,Pass,146.38,1409,CCC-2014J
561009,Scotland,FFF,2014B,0-35,Pass,64.5,2653,FFF-2014B
561031,South West Region,FFF,2013J,0-35,Pass,93.0,2525,FFF-2013J
561054,Yorkshire Region,EEE,2013J,0-35,Fail,17.68,651,EEE-2013J
561060,East Anglian Region,BBB,2014B,0-35,Pass,83.22,1815,BBB-2014B
561061,Yorkshire Region,BBB,2014B,0-35,Pass,74.8,209,BBB-2014B
561068,South East Region,FFF,2013J,0-35,Fail,57.75,697,FFF-2013J
561072,East Anglian Region,DDD,2013J,0-35,Pass,163.68,1265,DDD-2013J
561088,North Western Region,DDD,2013B,35-55,Withdrawn,49.87,693,DDD-2013B
561113,West Midlands Region,CCC,2014J,0-35,Withdrawn,22.4,294,CCC-2014J
561138,West Midlands Region,BBB,2013B,35-55,Pass,76.0,720,BBB-2013B
561148,East Anglian Region,GGG,2013J,35-55,Pass,0.0,483,GGG-2013J
561161,South East Region,BBB,2013B,0-35,Distinction,91.65,811,BBB-2013B
561163,North Western Region,GGG,2013J,35-55,Pass,0.0,1161,GGG-2013J
561164,North Region,BBB,2013B,0-35,Distinction,87.67,2424,BBB-2013B
561166,South East Region,BBB,2013B,35-55,Distinction,82.92,1113,BBB-2013B
561167,South East Region,BBB,2013B,35-55,Pass,78.73,1412,BBB-2013B
561192,West Midlands Region,EEE,2013J,0-35,Pass,77.48,1138,EEE-2013J
561195,Scotland,CCC,2014J,35-55,Pass,95.65,2834,CCC-2014J
561195,Scotland,DDD,2013J,35-55,Pass,138.97,2445,DDD-2013J
561206,East Anglian Region,BBB,2014J,35-55,Pass,65.1,783,BBB-2014J
561208,East Anglian Region,CCC,2014J,0-35,Pass,152.38,405,CCC-2014J
561208,East Anglian Region,EEE,2013J,0-35,Fail,63.36,917,EEE-2013J
561208,East Anglian Region,EEE,2014J,0-35,Pass,71.96,600,EEE-2014J
561215,East Anglian Region,FFF,2014B,35-55,Withdrawn,10.75,1819,FFF-2014B
561231,North Western Region,FFF,2014J,0-35,Pass,79.75,4532,FFF-2014J
561268,South Region,FFF,2013J,0-35,Distinction,90.5,6290,FFF-2013J
561271,Ireland,EEE,2014B,35-55,Fail,26.88,1007,EEE-2014B
561272,Wales,DDD,2013J,0-35,Fail,2.4,69,DDD-2013J
561312,Yorkshire Region,BBB,2013J,0-35,Distinction,78.58,1115,BBB-2013J
561343,Wales,BBB,2013B,0-35,Pass,68.28,607,BBB-2013B
561363,Scotland,CCC,2014B,35-55,Pass,162.58,859,CCC-2014B
561363,Scotland,EEE,2014B,35-55,Pass,80.64,1362,EEE-2014B
561366,South Region,BBB,2013B,35-55,Withdrawn,20.22,396,BBB-2013B
561386,North Western Region,FFF,2013J,0-35,Distinction,85.75,3438,FFF-2013J
561413,Ireland,EEE,2014J,0-35,Distinction,99.56,5776,EEE-2014J
561419,London Region,GGG,2014J,0-35,Pass,0.0,374,GGG-2014J
561437,South West Region,BBB,2013B,35-55,Pass,89.99,426,BBB-2013B
561441,South Region,GGG,2014B,35-55,Withdrawn,0.0,171,GGG-2014B
561444,South West Region,BBB,2013B,0-35,Pass,82.8,1240,BBB-2013B
561445,South West Region,BBB,2013B,35-55,Pass,92.5,1337,BBB-2013B
561448,South West Region,BBB,2013B,0-35,Pass,81.34,381,BBB-2013B
561452,South West Region,BBB,2013B,0-35,Distinction,83.83,1641,BBB-2013B
561455,South West Region,BBB,2013B,0-35,Pass,59.86,854,BBB-2013B
561457,North Region,BBB,2013J,0-35,Pass,65.75,1062,BBB-2013J
561458,South West Region,BBB,2013B,0-35,Pass,75.06,592,BBB-2013B
561459,South West Region,BBB,2013B,35-55,Distinction,72.59,760,BBB-2013B
561461,South West Region,BBB,2013B,0-35,Pass,75.29,746,BBB-2013B
561476,East Anglian Region,CCC,2014J,0-35,Pass,175.28,954,CCC-2014J
561476,East Anglian Region,DDD,2013J,0-35,Pass,172.4,970,DDD-2013J
561503,North Region,DDD,2014B,0-35,Withdrawn,7.95,558,DDD-2014B
561515,South West Region,DDD,2013J,0-35,Pass,134.38,360,DDD-2013J
561519,North Western Region,EEE,2013J,0-35,Withdrawn,42.96,1144,EEE-2013J
561534,Scotland,BBB,2013J,35-55,Pass,65.14,2406,BBB-2013J
561542,East Midlands Region,FFF,2013J,0-35,Pass,68.5,3078,FFF-2013J
561549,North Region,BBB,2013J,35-55,Fail,14.64,392,BBB-2013J
561559,South Region,CCC,2014B,35-55,Pass,121.72,2196,CCC-2014B
561559,South Region,EEE,2014B,35-55,Pass,85.88,1305,EEE-2014B
561560,East Midlands Region,CCC,2014J,0-35,Fail,34.23,894,CCC-2014J
561591,North Region,BBB,2013J,0-35,Pass,75.85,328,BBB-2013J
561608,Yorkshire Region,BBB,2014J,0-35,Pass,44.7,938,BBB-2014J
561618,Scotland,BBB,2014J,0-35,Pass,57.8,1678,BBB-2014J
561640,East Anglian Region,BBB,2013J,0-35,Distinction,87.75,617,BBB-2013J
561711,Wales,BBB,2013B,0-35,Fail,24.82,626,BBB-2013B
561713,Wales,BBB,2013B,0-35,Pass,52.91,806,BBB-2013B
561714,West Midlands Region,FFF,2013J,0-35,Distinction,94.25,2185,FFF-2013J
561715,Wales,BBB,2013B,0-35,Fail,34.36,430,BBB-2013B
561716,Wales,BBB,2013B,0-35,Pass,41.41,893,BBB-2013B
561718,Wales,BBB,2013B,0-35,Fail,3.25,66,BBB-2013B
561734,North Region,DDD,2013B,35-55,Withdrawn,80.33,1478,DDD-2013B
561734,North Region,DDD,2013J,35-55,Distinction,159.97,70,DDD-2013J
561752,Yorkshire Region,BBB,2014J,0-35,Pass,68.15,618,BBB-2014J
561774,Scotland,CCC,2014B,0-35,Pass,127.78,2101,CCC-2014B
561774,Scotland,EEE,2014B,0-35,Distinction,93.64,2311,EEE-2014B
561807,North Region,DDD,2013J,35-55,Distinction,190.0,3002,DDD-2013J
561810,East Anglian Region,DDD,2013J,0-35,Pass,141.18,1435,DDD-2013J
561819,West Midlands Region,DDD,2013J,0-35,Distinction,188.32,2716,DDD-2013J
561823,South East Region,DDD,2013J,0-35,Withdrawn,17.38,415,DDD-2013J
561826,London Region,CCC,2014J,0-35,Pass,164.8,971,CCC-2014J
561826,London Region,EEE,2013J,0-35,Pass,79.28,1916,EEE-2013J
561841,Scotland,BBB,2013J,0-35,Pass,70.28,1711,BBB-2013J
561848,London Region,CCC,2014J,0-35,Fail,42.76,266,CCC-2014J
561848,London Region,DDD,2013B,0-35,Withdrawn,14.55,266,DDD-2013B
561848,London Region,DDD,2014J,0-35,Fail,70.75,75,DDD-2014J
561865,Wales,FFF,2013J,35-55,Pass,68.75,4803,FFF-2013J
561867,Wales,FFF,2013J,35-55,Pass,61.5,2200,FFF-2013J
561868,Wales,FFF,2013J,35-55,Pass,72.5,5598,FFF-2013J
561873,Wales,FFF,2013J,0-35,Pass,53.5,2171,FFF-2013J
561874,Wales,FFF,2013J,35-55,Pass,61.5,7080,FFF-2013J
561879,Wales,FFF,2013J,0-35,Pass,69.5,2115,FFF-2013J
561880,Wales,FFF,2013J,0-35,Withdrawn,33.25,1808,FFF-2013J
561881,South East Region,DDD,2013J,0-35,Distinction,187.9,2439,DDD-2013J
561884,South East Region,GGG,2013J,0-35,Pass,0.0,562,GGG-2013J
561889,Wales,FFF,2013J,0-35,Pass,76.75,2867,FFF-2013J
561904,North Western Region,DDD,2014J,0-35,Pass,132.3,1977,DDD-2014J
561905,London Region,DDD,2013J,35-55,Withdrawn,39.45,947,DDD-2013J
561913,Scotland,CCC,2014J,35-55,Pass,109.47,1319,CCC-2014J
561913,Scotland,DDD,2014B,35-55,Pass,136.6,1461,DDD-2014B
561929,Wales,FFF,2013J,35-55,Pass,75.0,4430,FFF-2013J
561930,West Midlands Region,FFF,2013J,0-35,Pass,76.5,1128,FFF-2013J
561953,East Anglian Region,BBB,2014B,0-35,Pass,74.58,302,BBB-2014B
561955,East Anglian Region,DDD,2013J,0-35,Pass,153.65,1858,DDD-2013J
561976,Wales,FFF,2013J,0-35,Pass,44.5,1368,FFF-2013J
561978,South West Region,BBB,2014B,0-35,Distinction,83.2,345,BBB-2014B
561979,East Anglian Region,BBB,2014J,0-35,Pass,58.2,65,BBB-2014J
562064,North Western Region,DDD,2013J,0-35,Fail,74.67,669,DDD-2013J
562064,North Western Region,FFF,2014J,0-35,Pass,46.25,1761,FFF-2014J
562090,South Region,BBB,2013J,35-55,Pass,64.48,730,BBB-2013J
562100,North Western Region,DDD,2013J,35-55,Withdrawn,8.8,582,DDD-2013J
562100,North Western Region,DDD,2014J,35-55,Withdrawn,7.5,339,DDD-2014J
562112,East Midlands Region,DDD,2014B,0-35,Distinction,171.22,678,DDD-2014B
562239,South Region,BBB,2014J,0-35,Pass,52.95,1900,BBB-2014J
562248,London Region,DDD,2014B,0-35,Fail,6.0,264,DDD-2014B
562270,North Western Region,BBB,2013J,35-55,Pass,75.85,2944,BBB-2013J
562377,East Anglian Region,FFF,2013J,0-35,Pass,54.0,2359,FFF-2013J
562437,South East Region,CCC,2014J,0-35,Withdrawn,0.88,478,CCC-2014J
562437,South East Region,DDD,2013J,0-35,Pass,88.78,690,DDD-2013J
562448,East Midlands Region,FFF,2013J,35-55,Fail,41.5,6249,FFF-2013J
562450,South Region,CCC,2014B,0-35,Pass,64.84,865,CCC-2014B
562456,South West Region,BBB,2013J,0-35,Fail,31.16,714,BBB-2013J
562460,West Midlands Region,FFF,2013J,0-35,Withdrawn,71.0,2199,FFF-2013J
562465,West Midlands Region,BBB,2013B,0-35,Pass,66.49,681,BBB-2013B
562489,North Western Region,BBB,2013B,0-35,Distinction,81.03,1476,BBB-2013B
562490,East Anglian Region,DDD,2013J,0-35,Withdrawn,37.12,680,DDD-2013J
562495,Wales,BBB,2013B,0-35,Fail,76.51,648,BBB-2013B
562585,South East Region,CCC,2014B,0-35,Withdrawn,4.22,121,CCC-2014B
562585,South East Region,DDD,2013J,0-35,Withdrawn,5.2,104,DDD-2013J
562619,Scotland,DDD,2014J,35-55,Withdrawn,2.75,807,DDD-2014J
562628,South Region,GGG,2014B,35-55,Pass,0.0,405,GGG-2014B
562632,South West Region,DDD,2014B,35-55,Pass,106.03,1701,DDD-2014B
562643,South West Region,BBB,2014B,0-35,Withdrawn,12.9,212,BBB-2014B
562696,South West Region,GGG,2013J,35-55,Distinction,0.0,1805,GGG-2013J
562708,South Region,DDD,2014B,35-55,Withdrawn,50.53,1450,DDD-2014B
562728,Yorkshire Region,DDD,2013J,0-35,Pass,175.62,1643,DDD-2013J
562754,East Anglian Region,FFF,2014J,0-35,Pass,58.0,2100,FFF-2014J
562763,North Western Region,FFF,2013J,0-35,Fail,18.5,1151,FFF-2013J
562783,East Midlands Region,BBB,2014B,0-35,Withdrawn,16.77,401,BBB-2014B
562825,East Midlands Region,CCC,2014B,35-55,Pass,91.72,545,CCC-2014B
562825,East Midlands Region,EEE,2014B,35-55,Pass,62.92,960,EEE-2014B
562827,South East Region,DDD,2014J,0-35,Withdrawn,11.0,187,DDD-2014J
562857,London Region,BBB,2014B,35-55,Pass,69.84,2998,BBB-2014B
562884,Yorkshire Region,CCC,2014J,35-55,Pass,117.25,3225,CCC-2014J
562913,South Region,GGG,2013J,35-55,Pass,0.0,1823,GGG-2013J
562917,East Anglian Region,FFF,2014B,0-35,Withdrawn,7.5,322,FFF-2014B
562920,Scotland,FFF,2013J,0-35,Fail,28.5,778,FFF-2013J
562929,East Anglian Region,DDD,2014B,0-35,Fail,2.5,767,DDD-2014B
562990,East Anglian Region,FFF,2014J,0-35,Pass,45.5,1800,FFF-2014J
563014,South East Region,FFF,2013J,0-35,Withdrawn,46.75,1673,FFF-2013J
563016,Yorkshire Region,CCC,2014J,55<=,Pass,176.78,1459,CCC-2014J
563016,Yorkshire Region,DDD,2013J,55<=,Pass,188.25,1303,DDD-2013J
563020,Yorkshire Region,FFF,2013J,35-55,Withdrawn,21.0,1880,FFF-2013J
563027,South East Region,BBB,2014J,0-35,Pass,54.55,816,BBB-2014J
563046,East Anglian Region,CCC,2014B,0-35,Pass,88.1,527,CCC-2014B
563046,East Anglian Region,EEE,2014J,0-35,Pass,58.4,434,EEE-2014J
563051,Ireland,CCC,2014J,0-35,Pass,75.89,502,CCC-2014J
563051,Ireland,FFF,2013J,0-35,Pass,74.0,1815,FFF-2013J
563081,South Region,DDD,2014B,35-55,Pass,135.85,2892,DDD-2014B
563108,East Anglian Region,FFF,2014J,35-55,Pass,87.0,1327,FFF-2014J
563157,London Region,BBB,2013B,35-55,Withdrawn,10.92,58,BBB-2013B
563174,London Region,BBB,2013J,0-35,Fail,3.85,33,BBB-2013J
563196,East Midlands Region,FFF,2013J,0-35,Withdrawn,90.0,6335,FFF-2013J
563230,Yorkshire Region,CCC,2014J,0-35,Withdrawn,7.32,364,CCC-2014J
563230,Yorkshire Region,EEE,2014B,0-35,Distinction,91.36,1929,EEE-2014B
563299,South Region,FFF,2013J,0-35,Pass,79.5,3177,FFF-2013J
563301,East Anglian Region,GGG,2014B,35-55,Fail,0.0,104,GGG-2014B
563302,West Midlands Region,BBB,2014J,0-35,Pass,52.4,1336,BBB-2014J
563321,South Region,CCC,2014J,0-35,Pass,136.07,462,CCC-2014J
563321,South Region,EEE,2014J,0-35,Pass,85.6,992,EEE-2014J
563330,London Region,BBB,2013B,35-55,Pass,75.38,713,BBB-2013B
563363,London Region,BBB,2013B,0-35,Pass,58.25,308,BBB-2013B
563374,Scotland,BBB,2013J,0-35,Fail,35.51,920,BBB-2013J
563413,South Region,BBB,2014B,0-35,Distinction,79.31,718,BBB-2014B
563414,East Midlands Region,FFF,2014J,0-35,Pass,78.75,5896,FFF-2014J
563418,Scotland,EEE,2013J,0-35,Distinction,91.4,3120,EEE-2013J
563453,East Midlands Region,DDD,2014J,35-55,Pass,135.3,1279,DDD-2014J
563487,East Anglian Region,BBB,2014B,35-55,Pass,69.02,1068,BBB-2014B
563534,Ireland,EEE,2014J,35-55,Withdrawn,33.72,815,EEE-2014J
563595,West Midlands Region,DDD,2014J,0-35,Fail,61.55,766,DDD-2014J
563612,East Midlands Region,GGG,2013J,0-35,Fail,0.0,252,GGG-2013J
563631,West Midlands Region,CCC,2014B,0-35,Fail,0.6,119,CCC-2014B
563636,South West Region,FFF,2013J,35-55,Fail,18.5,923,FFF-2013J
563666,East Midlands Region,EEE,2013J,0-35,Pass,60.2,884,EEE-2013J
563675,South West Region,DDD,2013J,0-35,Pass,157.0,2181,DDD-2013J
563706,South East Region,BBB,2013J,35-55,Pass,62.26,1185,BBB-2013J
563710,South Region,DDD,2014J,0-35,Withdrawn,3.5,302,DDD-2014J
563718,West Midlands Region,DDD,2013J,0-35,Withdrawn,16.43,434,DDD-2013J
563733,East Anglian Region,BBB,2013J,35-55,Pass,59.14,343,BBB-2013J
563735,West Midlands Region,BBB,2013J,0-35,Pass,66.9,558,BBB-2013J
563742,East Anglian Region,FFF,2013J,35-55,Withdrawn,26.25,622,FFF-2013J
563754,South West Region,BBB,2014B,0-35,Pass,71.29,207,BBB-2014B
563763,East Anglian Region,DDD,2014B,0-35,Pass,147.43,685,DDD-2014B
563769,Yorkshire Region,BBB,2013J,0-35,Fail,55.5,217,BBB-2013J
563770,West Midlands Region,DDD,2013J,0-35,Fail,87.0,369,DDD-2013J
563783,West Midlands Region,FFF,2013J,0-35,Pass,79.5,6888,FFF-2013J
563787,North Region,FFF,2013J,0-35,Distinction,85.25,4225,FFF-2013J
563794,East Midlands Region,BBB,2013J,0-35,Pass,80.71,456,BBB-2013J
563819,South East Region,CCC,2014B,0-35,Pass,112.03,450,CCC-2014B
563819,South East Region,DDD,2013J,0-35,Pass,138.12,502,DDD-2013J
563820,West Midlands Region,BBB,2014J,0-35,Pass,65.6,1105,BBB-2014J
563823,North Western Region,FFF,2014B,35-55,Pass,73.75,3595,FFF-2014B
563845,East Anglian Region,DDD,2014J,35-55,Distinction,191.25,2087,DDD-2014J
563847,Ireland,DDD,2013J,0-35,Withdrawn,15.75,245,DDD-2013J
563847,Ireland,DDD,2014J,0-35,Fail,17.5,7,DDD-2014J
563862,East Anglian Region,DDD,2013J,0-35,Fail,44.15,670,DDD-2013J
563874,East Midlands Region,BBB,2013B,0-35,Distinction,92.5,2980,BBB-2013B
563877,East Midlands Region,BBB,2013B,0-35,Pass,76.54,1150,BBB-2013B
563878,East Midlands Region,BBB,2013B,35-55,Pass,67.92,2591,BBB-2013B
563879,East Midlands Region,BBB,2013B,0-35,Pass,59.45,413,BBB-2013B
563888,South West Region,DDD,2013J,0-35,Withdrawn,36.0,574,DDD-2013J
563920,South East Region,CCC,2014J,35-55,Pass,68.62,634,CCC-2014J
563967,West Midlands Region,CCC,2014B,0-35,Withdrawn,1.64,264,CCC-2014B
563967,West Midlands Region,EEE,2013J,0-35,Pass,74.4,1285,EEE-2013J
563971,North Western Region,DDD,2013J,35-55,Pass,171.68,1190,DDD-2013J
563986,North Western Region,BBB,2014B,0-35,Fail,41.22,779,BBB-2014B
563987,North Western Region,BBB,2014B,35-55,Pass,69.14,562,BBB-2014B
564000,Wales,DDD,2014J,0-35,Withdrawn,32.55,563,DDD-2014J
564081,East Anglian Region,DDD,2014B,0-35,Fail,11.43,325,DDD-2014B
564105,South West Region,BBB,2013J,0-35,Pass,81.32,2592,BBB-2013J
564115,South East Region,BBB,2014J,35-55,Distinction,88.25,6342,BBB-2014J
564119,South Region,FFF,2013J,0-35,Pass,74.5,3276,FFF-2013J
564129,West Midlands Region,BBB,2013J,35-55,Pass,70.86,157,BBB-2013J
564144,Wales,BBB,2013J,0-35,Pass,75.11,242,BBB-2013J
564213,London Region,CCC,2014J,0-35,Pass,159.7,1653,CCC-2014J
564213,London Region,DDD,2013J,0-35,Pass,116.95,616,DDD-2013J
564243,North Western Region,FFF,2014J,0-35,Pass,77.75,8079,FFF-2014J
564245,Scotland,BBB,2013J,0-35,Pass,65.5,645,BBB-2013J
564262,Yorkshire Region,FFF,2013J,35-55,Pass,72.0,3287,FFF-2013J
564268,East Anglian Region,BBB,2013J,0-35,Pass,66.05,665,BBB-2013J
564278,London Region,BBB,2014J,35-55,Pass,58.6,2405,BBB-2014J
564325,North Western Region,DDD,2013J,0-35,Withdrawn,6.9,255,DDD-2013J
564356,Yorkshire Region,CCC,2014J,0-35,Withdrawn,1.12,75,CCC-2014J
564356,Yorkshire Region,DDD,2013J,0-35,Pass,86.45,833,DDD-2013J
564409,Scotland,BBB,2014B,0-35,Pass,81.61,224,BBB-2014B
564437,South West Region,FFF,2013J,35-55,Fail,6.0,322,FFF-2013J
564445,East Midlands Region,EEE,2014J,35-55,Pass,60.96,1091,EEE-2014J
564450,West Midlands Region,AAA,2013J,0-35,Fail,58.0,224,AAA-2013J
564454,Scotland,DDD,2013J,0-35,Fail,7.2,37,DDD-2013J
564465,West Midlands Region,DDD,2013B,35-55,Fail,5.69,69,DDD-2013B
564596,Yorkshire Region,BBB,2013J,35-55,Withdrawn,48.4,274,BBB-2013J
564609,South West Region,GGG,2013J,0-35,Pass,0.0,274,GGG-2013J
564617,East Anglian Region,FFF,2014J,35-55,Fail,71.5,6139,FFF-2014J
564626,London Region,BBB,2013J,0-35,Fail,52.93,299,BBB-2013J
564632,London Region,FFF,2014B,0-35,Fail,62.25,4386,FFF-2014B
564643,North Region,DDD,2014J,0-35,Withdrawn,7.0,178,DDD-2014J
564649,Scotland,CCC,2014J,35-55,Fail,55.01,772,CCC-2014J
564700,South Region,CCC,2014B,0-35,Withdrawn,0.6,147,CCC-2014B
564700,South Region,EEE,2013J,0-35,Pass,87.96,2641,EEE-2013J
564702,South Region,FFF,2013J,0-35,Pass,73.25,3196,FFF-2013J
564712,East Midlands Region,DDD,2014B,0-35,Withdrawn,5.6,569,DDD-2014B
564714,East Anglian Region,CCC,2014J,0-35,Fail,24.38,324,CCC-2014J
564714,East Anglian Region,EEE,2013J,0-35,Pass,80.32,1126,EEE-2013J
564734,East Anglian Region,EEE,2014J,0-35,Pass,88.84,2800,EEE-2014J
564770,South West Region,FFF,2013J,0-35,Withdrawn,20.25,711,FFF-2013J
564770,South West Region,FFF,2014J,0-35,Fail,20.25,286,FFF-2014J
564792,Ireland,BBB,2013J,0-35,Fail,59.27,615,BBB-2013J
564821,North Region,FFF,2013J,0-35,Withdrawn,21.0,1897,FFF-2013J
564821,North Region,FFF,2014J,0-35,Withdrawn,6.0,617,FFF-2014J
564894,South Region,EEE,2013J,35-55,Distinction,91.44,1888,EEE-2013J
564898,South East Region,BBB,2013J,0-35,Distinction,77.92,465,BBB-2013J
564906,North Western Region,BBB,2014B,35-55,Pass,61.84,473,BBB-2014B
564931,South West Region,CCC,2014J,0-35,Withdrawn,5.56,176,CCC-2014J
564933,East Anglian Region,FFF,2014J,35-55,Distinction,90.0,2374,FFF-2014J
564958,South Region,BBB,2013J,0-35,Pass,57.46,929,BBB-2013J
564981,West Midlands Region,FFF,2013J,0-35,Distinction,93.0,3749,FFF-2013J
565002,East Anglian Region,GGG,2013J,35-55,Pass,0.0,588,GGG-2013J
565006,North Western Region,DDD,2014J,0-35,Fail,84.75,772,DDD-2014J
565009,East Anglian Region,BBB,2014B,0-35,Fail,29.6,239,BBB-2014B
565017,South Region,FFF,2014J,35-55,Pass,74.0,7372,FFF-2014J
565066,South East Region,CCC,2014J,0-35,Withdrawn,17.85,721,CCC-2014J
565109,West Midlands Region,FFF,2014B,0-35,Distinction,86.5,4030,FFF-2014B
565158,Scotland,DDD,2014B,0-35,Pass,129.55,838,DDD-2014B
565175,North Western Region,DDD,2013J,0-35,Pass,125.08,1040,DDD-2013J
565182,Scotland,BBB,2014J,35-55,Pass,83.65,1669,BBB-2014J
565209,Wales,DDD,2014J,0-35,Pass,132.05,454,DDD-2014J
565222,North Western Region,GGG,2013J,35-55,Distinction,0.0,647,GGG-2013J
565273,Yorkshire Region,BBB,2014J,0-35,Distinction,92.65,1775,BBB-2014J
565275,South Region,EEE,2014J,0-35,Pass,88.48,3895,EEE-2014J
565301,East Midlands Region,DDD,2013J,0-35,Pass,89.12,1769,DDD-2013J
565344,London Region,BBB,2014B,35-55,Fail,18.42,138,BBB-2014B
565348,South East Region,FFF,2014B,0-35,Withdrawn,43.75,2043,FFF-2014B
565373,West Midlands Region,FFF,2014B,0-35,Pass,73.25,3497,FFF-2014B
565393,West Midlands Region,BBB,2013J,0-35,Fail,33.02,395,BBB-2013J
565399,London Region,CCC,2014B,0-35,Distinction,166.26,2490,CCC-2014B
565402,South Region,BBB,2014B,0-35,Withdrawn,3.25,1,BBB-2014B
565446,South Region,DDD,2014J,0-35,Pass,146.3,301,DDD-2014J
565469,East Midlands Region,FFF,2013J,0-35,Withdrawn,8.0,487,FFF-2013J
565469,East Midlands Region,FFF,2014B,0-35,Withdrawn,0.0,192,FFF-2014B
565513,Wales,BBB,2013J,0-35,Distinction,88.89,1457,BBB-2013J
565525,London Region,GGG,2013J,0-35,Fail,0.0,198,GGG-2013J
565561,South East Region,EEE,2013J,35-55,Fail,12.64,290,EEE-2013J
565570,West Midlands Region,DDD,2013J,0-35,Fail,83.38,620,DDD-2013J
565575,East Midlands Region,BBB,2014J,35-55,Pass,73.85,683,BBB-2014J
565576,North Western Region,BBB,2014J,35-55,Pass,70.2,1890,BBB-2014J
565582,Wales,BBB,2013J,0-35,Pass,73.14,251,BBB-2013J
565587,South Region,FFF,2013J,0-35,Pass,82.5,4198,FFF-2013J
565599,London Region,BBB,2014J,0-35,Distinction,87.65,2186,BBB-2014J
565605,Scotland,CCC,2014J,35-55,Pass,94.86,4235,CCC-2014J
565607,London Region,BBB,2013J,0-35,Pass,65.14,638,BBB-2013J
565640,South Region,GGG,2013J,0-35,Pass,0.0,1051,GGG-2013J
565653,East Anglian Region,FFF,2013J,0-35,Withdrawn,70.5,2501,FFF-2013J
565657,East Midlands Region,DDD,2013J,0-35,Pass,165.43,2774,DDD-2013J
565698,West Midlands Region,FFF,2013J,0-35,Pass,81.0,2929,FFF-2013J
565715,South East Region,BBB,2013J,0-35,Pass,86.7,1200,BBB-2013J
565743,North Western Region,CCC,2014J,35-55,Pass,89.3,820,CCC-2014J
565838,East Midlands Region,CCC,2014B,0-35,Fail,1.2,757,CCC-2014B
565838,East Midlands Region,EEE,2014B,0-35,Fail,15.04,355,EEE-2014B
